id,own,competing1,competing2,borrowertype,accepted,default,profit
128716,,,.59141904,0,0,0,
128717,,.27214816,.13419078,0,0,1,
128718,,.12926708,.58923131,0,0,0,
128719,,,.096568651,0,0,0,
128720,,.40000001,.54663247,0,0,1,
128721,,.46000001,,0,0,1,
128722,.085,.23403424,,0,1,0,850
128723,,.28,.18000001,0,0,1,
128724,.105,.034000002,,0,0,0,
128725,,.17535211,,0,0,0,
128726,,.21351427,.1,0,0,0,
128727,.126,.15908191,.22921821,2,1,0,1260
128728,.101,.27000001,.62096256,0,1,0,1010
128729,.062,.278,.07,0,1,0,620
128730,,.19302052,.25698036,0,0,0,
128731,,.19302052,.02,0,0,0,
128732,,.42390138,.34577471,0,0,0,
128733,,.47432804,.12922791,0,0,0,
128734,,.31999999,.45192349,2,0,0,
128735,.088,.075000003,.10584794,0,0,0,
128736,,.40000001,.2007205,0,0,0,
128737,,.23393495,.25126496,0,0,1,
128738,,.30000001,,0,0,0,
128739,,.35688367,.42230761,0,0,0,
128740,,0,.90122211,1,0,0,
128741,,.23,.17,2,0,0,
128742,,.11043819,.62458104,0,0,0,
128743,.125,.23403424,.93175954,0,1,0,1250
128744,.121,.040942356,.11,0,0,0,
128745,,1,.39077443,0,0,1,
128746,,.36000001,.21902996,0,0,0,
128747,,.27000001,.21360283,0,0,0,
128748,,.38699999,.18217075,0,0,0,
128749,,,,0,0,1,
128750,,.23,,1,0,0,
128751,,.11311885,.34477735,0,0,1,
128752,,.57168657,,0,0,0,
128753,,.38091454,,0,0,0,
128754,,.14,.083592437,0,0,0,
128755,,.40000001,,3,0,0,
128756,.051,.075000003,,0,1,0,510
128757,,,,0,0,0,
128758,.118,.40000001,.17726284,0,1,0,1180
128759,,.060499422,,3,0,0,
128760,,,.63308328,0,0,1,
128761,,.31,,3,0,0,
128762,,.18302053,,1,0,0,
128763,.035,.02,.28828236,1,0,0,
128764,,.15000001,,1,0,0,
128765,,.40000001,,1,0,1,
128766,.108,.28099999,.30938315,0,1,1,-10000
128767,,1,.26865885,0,0,1,
128768,.109,.13333778,,2,1,0,1090
128769,,.19684899,,0,0,0,
128770,,.13333778,,2,0,0,
128771,,,.68783772,0,0,0,
128772,,.40000001,.20970896,0,0,0,
128773,,.27214816,,1,0,0,
128774,,.34913614,.302376,3,0,0,
128775,,.40000001,.24467592,0,0,1,
128776,,.18000001,.33889973,3,0,0,
128777,.123,.19302052,,3,1,0,1230
128778,,.27399999,.17093405,3,0,0,
128779,,,.41118777,3,0,0,
128780,,.40000001,.26010749,0,0,0,
128781,,.3708964,.31872255,1,0,1,
128782,,.34999999,,0,0,1,
128783,,.40000001,,0,0,0,
128784,.112,.2,.07,0,0,0,
128785,,.40000001,.20761444,2,0,0,
128786,,.22076383,.24465649,0,0,0,
128787,,.40000001,,0,0,0,
128788,,.082000002,,0,0,0,
128789,,.14759316,.11,0,0,0,
128790,,.46200001,.42230761,0,0,0,
128791,,.38091454,,0,0,1,
128792,.09,0,.33885434,3,0,0,
128793,,.31836483,,3,0,1,
128794,.11,.27328753,.26785466,1,1,0,1100
128795,.11,.2,.095270127,0,0,0,
128796,.125,.43700001,.38653287,3,1,0,1250
128797,,.11606331,.14523809,2,0,0,
128798,.109,.17,.10581806,0,0,0,
128799,.109,.40000001,.29769495,2,1,0,1090
128800,,.40000001,.10843056,0,0,1,
128801,,1,.19821443,0,0,0,
128802,,0,,0,0,0,
128803,,.082828075,.32192597,2,0,0,
128804,.068,.083306856,.20377629,0,1,0,680
128805,,.22403423,.42844802,0,0,1,
128806,,1,.30543596,0,0,1,
128807,,.06666065,,0,0,0,
128808,,.17,.059999999,3,0,0,
128809,,,.67659062,1,0,0,
128810,,.40000001,.32441962,1,0,0,
128811,.1,.1,.059999999,0,0,0,
128812,,.28214818,.25070879,2,0,0,
128813,,.30307478,.12931108,1,0,1,
128814,,0,.13587408,0,0,1,
128815,,.07336808,,3,0,0,
128816,,0,,2,0,1,
128817,,.88,,0,0,0,
128818,,.047551095,,0,0,0,
128819,,.15218906,.40024161,1,0,1,
128820,,.080187924,.23164915,0,0,0,
128821,,.12297379,,0,0,1,
128822,,.14561109,.22,0,0,1,
128823,.097,.30000001,,0,1,0,970
128824,,.12645164,.124862,0,0,1,
128825,,.17137252,.21034645,0,0,0,
128826,.118,.076984331,.09687572,3,0,0,
128827,,.40000001,.41000003,0,0,1,
128828,.11,.2832908,,2,1,0,1100
128829,,1,.07034792,3,0,0,
128830,,.15353888,.11,0,0,0,
128831,,.19302052,.18000001,0,0,0,
128832,,.13333778,.49999994,0,0,0,
128833,,.077,.10481822,0,0,0,
128834,,.18611483,,0,0,0,
128835,,,,0,0,0,
128836,,.1490819,.30896497,2,0,1,
128837,,.40000001,.1194289,0,0,0,
128838,,.31,.18255362,0,0,1,
128839,,.050710369,.1171797,0,0,0,
128840,,.40000001,,0,0,1,
128841,,.059999999,.1171797,3,0,0,
128842,,.40000001,,0,0,0,
128843,,.458,.18891215,2,0,1,
128844,,.3925522,.34591025,3,0,0,
128845,,.412,,0,0,0,
128846,,.25234532,.11,2,0,0,
128847,,.405,,1,0,1,
128848,.073,.35992321,,0,1,0,730
128849,.12,.19302052,.5509212,0,1,1,-10000
128850,.098,.30000001,,0,1,0,980
128851,.101,.1490819,,1,1,0,1010
128852,,.23,.39352325,0,0,0,
128853,.122,.04849026,.15932578,0,0,0,
128854,,.31760472,.12668777,0,0,0,
128855,,.21351427,,1,0,0,
128856,,.082586877,.20999999,0,0,0,
128857,.124,.40000001,.25273255,0,1,0,1240
128858,,1,.28874832,1,0,0,
128859,,.40000001,.25163937,0,0,0,
128860,.064,.0074293432,.1378015,0,0,0,
128861,,.52771366,.11680819,3,0,1,
128862,,,.48338822,2,0,1,
128863,,.074000001,.10162365,0,0,0,
128864,,.22922496,.1576435,0,0,0,
128865,,.40000001,.37435341,0,0,1,
128866,.087,.37,,0,1,1,-10000
128867,,.40000001,.16958381,1,0,1,
128868,.076,0,.20542862,3,0,0,
128869,,.18302053,.018873243,0,0,0,
128870,.115,.23,.22,0,1,0,1150
128871,,,,3,0,0,
128872,,1,.53231049,0,0,1,
128873,,.10735218,,0,0,0,
128874,.054,.001885077,.22845483,0,0,0,
128875,,.12742801,,0,0,0,
128876,.103,.0044922251,.062737852,0,0,0,
128877,,.10416944,.11859979,1,0,0,
128878,.087,.056463175,.28090131,3,0,0,
128879,,,.30943394,0,0,1,
128880,,.47999999,,0,0,1,
128881,,.43044293,,0,0,0,
128882,,.10106301,,0,0,0,
128883,.123,.037659265,.31030673,0,0,0,
128884,,.28959143,.30017692,0,0,0,
128885,.126,.2100915,.18000001,1,1,0,1260
128886,,.29132909,.44422472,0,0,0,
128887,,.089818649,.16274512,3,0,0,
128888,.104,.2,.051880188,0,0,0,
128889,,.086320184,,3,0,0,
128890,.08,.044,.061875958,3,0,0,
128891,,.40000001,,0,0,1,
128892,,.14401107,.38758782,0,0,1,
128893,,.055348724,.12187999,0,0,0,
128894,,.054394506,.1171797,0,0,0,
128895,,0,.74524367,2,0,1,
128896,,.084910423,,2,0,0,
128897,,.13616908,.16976923,0,0,0,
128898,,.17524068,,1,0,1,
128899,,1,.53231049,2,0,0,
128900,,.31220224,,0,0,0,
128901,,.34999999,,1,0,1,
128902,.098,.022999281,.039999999,0,0,0,
128903,,.1490819,.44826287,2,0,0,
128904,,.44,.34446138,2,0,1,
128905,,.095919885,.26279488,1,0,0,
128906,,.86022764,.23369993,0,0,1,
128907,,.27214816,.23851378,0,0,0,
128908,,.303,,0,0,0,
128909,,1,,0,0,1,
128910,,.7921043,.39619824,0,0,0,
128911,.118,.30000001,.059999999,0,0,0,
128912,,.28214818,,0,0,0,
128913,.088,.13333778,.041142106,0,0,0,
128914,,.25999999,,0,0,1,
128915,,.77598131,,0,0,0,
128916,,.14,.11539932,0,0,0,
128917,,.37091455,.13794856,0,0,1,
128918,,.19224657,.82095701,0,0,0,
128919,.107,.061999999,.095270127,0,0,0,
128920,,.40000001,.91198844,0,0,0,
128921,,.28214818,.23516402,0,0,1,
128922,,0,.80856287,0,0,1,
128923,,1,.32540089,0,0,0,
128924,.117,.075000003,.056122217,2,0,0,
128925,,.38999999,,0,0,1,
128926,,,.41491047,0,0,1,
128927,,.28214818,.80856287,2,0,1,
128928,.113,.071160637,.1171797,0,0,0,
128929,.102,.24368957,,0,1,0,1020
128930,,,.33715659,0,0,1,
128931,,.28940755,.1810068,0,0,0,
128932,.118,.16,.1194289,0,1,0,1180
128933,.1,.001,,0,0,0,
128934,.075,.30000001,.1597874,1,1,0,750
128935,,1,,1,0,1,
128936,,.098784417,.082082406,0,0,0,
128937,,.19302052,.45884362,0,0,1,
128938,.112,.043890122,.10434478,0,0,0,
128939,,.088508479,.19101235,0,0,0,
128940,,.25,.29815224,1,0,0,
128941,,,,0,0,1,
128942,.044,.02,.062737852,2,0,0,
128943,,.80547059,.22845483,3,0,1,
128944,,.21351427,.22738798,2,0,0,
128945,,.18738727,.80881166,0,0,0,
128946,,.40255219,.44422472,0,0,1,
128947,,.22351426,,0,0,0,
128948,,,,0,0,0,
128949,.121,.30000001,.43207806,0,1,0,1210
128950,.118,.047594529,,0,0,1,
128951,.107,.012,,1,0,0,
128952,.121,.14403147,.26071277,1,1,0,1210
128953,.128,.043285031,,0,0,0,
128954,.078,.24324667,.18000001,1,1,0,780
128955,,.18302053,.20999999,0,0,1,
128956,,.40000001,.31872255,0,0,0,
128957,,.3725163,.26279739,0,0,1,
128958,,.37340394,.33892849,1,0,0,
128959,.063,.021829421,.029999999,0,0,0,
128960,.117,.033274338,.02,3,0,0,
128961,,.546,,0,0,1,
128962,.102,.017665416,,0,0,0,
128963,,.25,.46544454,3,0,0,
128964,,.14,.2387947,0,0,0,
128965,.09,.015179347,.047630146,0,0,0,
128966,.115,.40000001,,2,1,0,1150
128967,.097,.2,.059999999,0,0,0,
128968,,.3925522,,0,0,0,
128969,,.12333779,.11,0,0,0,
128970,,.42494422,,0,0,1,
128971,.097,.02,.1171797,3,0,0,
128972,,.48746884,.20337321,1,0,0,
128973,.105,.22403423,.061768714,0,0,0,
128974,,,.64145482,0,0,0,
128975,,.52100003,,0,0,1,
128976,,.12900439,.3389152,0,0,0,
128977,.127,.0060000001,.062737852,0,0,0,
128978,.049,0,.039999999,0,0,0,
128979,,.55622113,.50509536,0,0,1,
128980,,.40000001,,0,0,0,
128981,,.17399999,.2296693,0,0,0,
128982,,.37,.17050496,0,0,0,
128983,.119,.1490819,.20183958,3,1,0,1190
128984,,.19643655,.20999999,0,0,0,
128985,.101,.034000002,.058332376,0,0,0,
128986,,.10090699,.25991735,2,0,0,
128987,,.30000001,,0,0,0,
128988,,.087309651,,2,0,0,
128989,,.016005483,.04629853,3,0,0,
128990,,.39116398,.31407294,0,0,1,
128991,,.063050002,.28095549,0,0,0,
128992,,,.73352629,0,0,1,
128993,.127,.14222683,.13834032,0,1,0,1270
128994,,,.09504851,0,0,1,
128995,,.18402161,.1260923,3,0,0,
128996,,.15908191,.090540543,0,0,0,
128997,,.012,.065524265,0,0,0,
128998,,.53522372,.33257252,0,0,0,
128999,,.44999999,.28084823,0,0,0,
129000,.067,.40000001,.14,0,1,0,670
129001,,.23403424,,0,0,1,
129002,,.38091454,.338916,0,0,1,
129003,.064,.2,.48985913,0,1,1,-10000
129004,,.30000001,,0,0,1,
129005,.121,.14774084,.31029823,0,1,0,1210
129006,.099,0,,0,0,0,
129007,,.15908191,.11,0,0,0,
129008,,.75937665,.1027804,3,0,0,
129009,,.40000001,,3,0,0,
129010,,.62400001,.26094666,0,0,0,
129011,.121,.084588781,,1,0,0,
129012,,.18700001,.31030905,0,0,0,
129013,.092,.31401995,.40023145,0,1,0,920
129014,.071,.0038112281,.27449715,0,0,1,
129015,,.16,.1,2,0,0,
129016,,.66000003,,0,0,0,
129017,.114,.486,.55092067,0,1,0,1140
129018,.113,.024184091,.07,0,0,0,
129019,,1,.63308328,2,0,1,
129020,,.41212335,.44422472,1,0,0,
129021,,1,,0,0,0,
129022,,.76855743,,2,0,0,
129023,.126,.13532424,,1,0,0,
129024,,.051078141,.2264912,0,0,0,
129025,.092,.22,.21771775,0,1,0,920
129026,.099,.17392947,.15682904,0,1,0,990
129027,,.40255219,.89838976,3,0,0,
129028,,.63,,3,0,0,
129029,,,,0,0,0,
129030,,.27214816,.11188203,1,0,0,
129031,.125,.72803611,.90122211,0,1,1,-10000
129032,,.42105141,.49999994,0,0,1,
129033,,.329,,3,0,0,
129034,,.28999999,,2,0,0,
129035,,.80548972,.40606663,2,0,0,
129036,,.11,,1,0,0,
129037,,.40000001,.33890399,0,0,0,
129038,,.28,.29451841,0,0,1,
129039,.084,.050000001,.29465613,0,0,0,
129040,,.40255219,,0,0,1,
129041,.114,.026075568,.12916666,0,0,0,
129042,,0,.90122211,0,0,1,
129043,,.29231158,.13266627,0,0,0,
129044,,.22403423,.1,1,0,0,
129045,.124,.2218485,,0,1,0,1240
129046,.093,.175,,0,1,0,930
129047,,.40000001,.63308328,0,0,0,
129048,,,.53522575,0,0,1,
129049,.116,.103,.052802082,0,0,0,
129050,,.132,.1260923,0,0,0,
129051,,.12924217,.16559145,0,0,0,
129052,.09,.086875543,.3102966,0,0,0,
129053,,.20609866,.20999999,0,0,0,
129054,.121,.33008662,.23564391,0,1,0,1210
129055,,.124,.22700149,2,0,0,
129056,.107,.28,.19920456,0,1,0,1070
129057,,.1534169,.29025516,0,0,1,
129058,,.41,.17716871,0,0,0,
129059,,.78499508,.31324613,0,0,0,
129060,.117,.068024188,.04586846,0,0,0,
129061,,.13333778,.20999999,0,0,0,
129062,.103,.103,.15019101,0,0,0,
129063,,.096107952,.062737852,0,0,0,
129064,.109,,.16494197,3,1,0,1090
129065,,.34299999,.62096256,3,0,0,
129066,,.38272831,.13,2,0,0,
129067,.116,.18302053,,0,1,0,1160
129068,.122,.14993778,,0,1,0,1220
129069,,.060078807,.19920456,0,0,0,
129070,.059,.00019149241,.095270127,0,0,0,
129071,,.14,.13382392,0,0,0,
129072,,.81999999,.38963753,1,0,0,
129073,,.40000001,.26228264,0,0,1,
129074,,,,3,0,0,
129075,,,.46285406,0,0,1,
129076,,.076041177,,0,0,1,
129077,.04,.02,,3,0,0,
129078,,,.16036463,0,0,0,
129079,,.14110579,.22845483,0,0,0,
129080,,.149,.30055869,2,0,0,
129081,,.077526435,.32241094,2,0,0,
129082,,.27000001,,0,0,0,
129083,.124,.02,,1,0,0,
129084,,.27224442,,0,0,0,
129085,.118,.27000001,,0,1,0,1180
129086,,.28,,0,0,0,
129087,.125,.075000003,.086937688,0,0,0,
129088,,.28214818,.49999994,0,0,0,
129089,,.1490819,.21340309,0,0,0,
129090,,.27000001,.40606663,0,0,0,
129091,.105,.075999998,.090940028,0,0,0,
129092,.11,.2,,3,1,0,1100
129093,,.42641962,.90122211,0,0,1,
129094,.125,.0046041412,.06129948,0,0,0,
129095,,.29699999,.36589962,0,0,0,
129096,,.22237025,.11853802,2,0,0,
129097,,.27214816,.40024161,3,0,0,
129098,,.23403424,.22710018,3,0,0,
129099,,.52999997,,0,0,0,
129100,,.21357313,.13,0,0,0,
129101,,.40255219,.14807056,0,0,0,
129102,.104,.22351426,.18713735,1,1,1,-10000
129103,.064,.13333778,.27401239,1,1,0,640
129104,,.40000001,.40024161,0,0,0,
129105,.108,0,.40578568,0,0,0,
129106,.118,.18194696,.55059719,0,1,0,1180
129107,.12,.086567983,.53695232,3,0,0,
129108,,.40000001,.23787165,0,0,0,
129109,.035,.083306856,.02,0,0,0,
129110,,.42065403,.25714341,2,0,0,
129111,,.27000001,.14381899,1,0,0,
129112,,.068291269,,3,0,0,
129113,,.41999999,.90122211,0,0,1,
129114,,.33237717,.44422472,0,0,0,
129115,,.40000001,.2308182,0,0,0,
129116,.076,.025670405,.15818815,0,0,1,
129117,.085,.075725511,.16885243,0,0,0,
129118,,.55840325,,1,0,1,
129119,,.050999999,,0,0,0,
129120,,.33918226,.19388437,0,0,0,
129121,.12,.35735437,.18877123,3,1,0,1200
129122,.12,.30000001,.14650157,0,1,1,-10000
129123,,.094364405,.22845483,0,0,0,
129124,,.29899999,,0,0,0,
129125,.118,.27214816,.059999999,0,0,0,
129126,,.1490819,,1,0,0,
129127,,.040792726,.24465649,1,0,0,
129128,,.40000001,.27561057,0,0,1,
129129,,.23403424,.1,0,0,0,
129130,,.37,.24474256,0,0,0,
129131,,.080547318,.1260923,1,0,0,
129132,.087,.30000001,.14,0,1,0,870
129133,,.40000001,,3,0,0,
129134,,.23999999,.095753543,0,0,1,
129135,,.2,.07248652,0,0,0,
129136,,.090000004,.07035125,0,0,0,
129137,,.40000001,,0,0,0,
129138,.086,.11633597,.1194289,0,1,0,860
129139,,.31999999,,3,0,0,
129140,,.50999999,,0,0,1,
129141,.117,.063114978,,3,0,0,
129142,.063,,.63308328,0,1,0,630
129143,.119,.29900935,,2,1,0,1190
129144,,.13500001,.22845483,2,0,0,
129145,,.59100002,.22731484,0,0,0,
129146,,.22403423,,0,0,0,
129147,,.19302052,.57061249,0,0,0,
129148,.123,.039254773,,0,0,0,
129149,,.34761497,,0,0,0,
129150,,.40000001,.21078561,3,0,1,
129151,.118,.11,,1,0,0,
129152,,.084269188,.26241207,0,0,0,
129153,,,,0,0,0,
129154,,.088349991,,0,0,1,
129155,.115,.22403423,.064324521,1,0,0,
129156,,.28,.77476591,0,0,0,
129157,,.38767588,.12358687,2,0,0,
129158,.122,.081,.13,0,0,0,
129159,,.40000001,,0,0,0,
129160,,.27775756,.20999999,1,0,0,
129161,,.76855743,.5511812,0,0,1,
129162,,.40000001,.1813879,3,0,1,
129163,,.17507268,,0,0,0,
129164,.109,.18302053,,1,1,1,-10000
129165,,.27429649,.26279503,1,0,1,
129166,,1,,0,0,1,
129167,.061,.41800001,.14523809,2,1,0,610
129168,,.25999999,.20999999,3,0,0,
129169,,.22351426,.21319585,0,0,0,
129170,.083,.019992303,.0099999998,0,0,0,
129171,.047,.039999999,.095270127,3,1,0,470
129172,,.67199999,,0,0,1,
129173,.117,.25999999,.3219243,0,1,0,1170
129174,,.37013212,,0,0,0,
129175,,,.10121092,1,0,0,
129176,,,.33649191,1,0,1,
129177,,.037,,3,0,0,
129178,,1,.33388239,0,0,1,
129179,,.14248915,,0,0,0,
129180,,.74510288,,0,0,0,
129181,,.27406228,.11,2,0,1,
129182,,,.46025643,3,0,0,
129183,,.17959023,.17,1,0,0,
129184,,.22403423,.26865885,0,0,0,
129185,,1,.78784776,1,0,0,
129186,,.15275438,,3,0,0,
129187,,.40000001,,0,0,0,
129188,,.11876757,.27358916,0,0,1,
129189,.123,.075396299,.2286462,3,0,0,
129190,.104,.079328962,.081939466,0,0,0,
129191,,,.32193312,0,0,1,
129192,,,.1583097,0,0,0,
129193,,.40000001,.13432693,0,0,0,
129194,.117,.064999998,,0,0,0,
129195,.104,.12937623,.1260923,0,1,0,1040
129196,.113,.075000003,.14346163,0,0,0,
129197,,.079999998,,0,0,0,
129198,,.23999999,.1579165,1,0,0,
129199,,.61000001,.44422472,0,0,1,
129200,,.34298283,,1,0,1,
129201,,.18000001,,0,0,0,
129202,,.79000002,.56801254,1,0,0,
129203,.121,.30000001,.079951547,0,0,0,
129204,,,,0,0,0,
129205,,.28214818,.13697353,0,0,0,
129206,,.36000001,.41538456,3,0,1,
129207,,.52282709,.18633296,0,0,1,
129208,,.19292721,.11,3,0,0,
129209,.052,.00056063576,.28440726,0,0,0,
129210,,.3010056,,0,0,0,
129211,.113,.034457672,.30157113,0,0,0,
129212,,.25999999,.29436234,0,0,1,
129213,,.18302053,.17210656,0,0,0,
129214,,1,.53231049,0,0,0,
129215,,.40000001,,0,0,0,
129216,.089,.73100001,,0,1,0,890
129217,,,.069238678,0,0,1,
129218,.098,.079848982,.062737852,0,0,0,
129219,.075,.075000003,.0099999998,2,0,0,
129220,,.35063052,,2,0,0,
129221,.11,.449,.42785597,2,1,0,1100
129222,.127,.15313683,,0,1,0,1270
129223,,.067302726,,0,0,0,
129224,,,,0,0,1,
129225,,.30000001,,0,0,0,
129226,,.19302052,,3,0,0,
129227,,.40000001,,0,0,0,
129228,,.46192026,.21433924,2,0,0,
129229,,.23403424,.22,0,0,1,
129230,.118,.40000001,,0,1,0,1180
129231,,.19,.11,2,0,0,
129232,,.25511727,.19920456,0,0,0,
129233,,.12333779,.20999999,0,0,1,
129234,,.2,.31294823,2,0,0,
129235,,1,.12559749,0,0,0,
129236,,.28214818,.75026268,2,0,0,
129237,,.38999999,,0,0,1,
129238,,.14,.22008947,0,0,0,
129239,.075,.072154023,.041354213,2,0,0,
129240,,.76855743,.53231049,0,0,0,
129241,,.02,.029593203,0,0,0,
129242,.105,.023924414,.040099762,3,0,0,
129243,,.30000001,.23636585,0,0,0,
129244,,.053220861,.039999999,0,0,0,
129245,.117,.011,.1171797,0,0,0,
129246,,1,,2,0,1,
129247,,,,0,0,0,
129248,,.40000001,.32656568,0,0,0,
129249,,.37091455,.33143595,0,0,0,
129250,.054,.054695915,.11179417,2,1,0,540
129251,.127,.18302053,.11,0,0,0,
129252,.124,.035303753,.02,0,0,0,
129253,,.071999997,.043325748,0,0,0,
129254,.121,.40000001,,1,1,0,1210
129255,,,,0,0,1,
129256,,.13816033,.20999999,0,0,0,
129257,,.37,.38119468,0,0,0,
129258,,.28214818,.20999999,0,0,0,
129259,,.80211002,.31400782,1,0,1,
129260,,.0099999998,.095270127,3,0,0,
129261,,.1,,3,0,0,
129262,,.40000001,.3656809,0,0,0,
129263,,,,0,0,1,
129264,,.22351426,.36445639,0,0,1,
129265,,.18799999,.17039752,0,0,0,
129266,.086,.072706468,.029999999,0,0,1,
129267,,.40000001,.1784769,0,0,0,
129268,.094,0,,2,0,1,
129269,,.47,.30230173,1,0,1,
129270,,.29929402,.31606007,0,0,0,
129271,,.13486682,.16535063,3,0,0,
129272,.064,.12333779,.12639536,0,1,1,-10000
129273,,.22351426,,0,0,0,
129274,.051,.029999999,.095270127,0,0,0,
129275,.125,.38091454,.3273178,0,1,0,1250
129276,,.40000001,,0,0,0,
129277,,1,.65614498,0,0,1,
129278,,.39993644,.5064379,0,0,0,
129279,.112,.20999999,.16559145,0,1,0,1120
129280,,.077697739,.21717705,0,0,0,
129281,.113,.1490819,.25919411,1,1,1,-10000
129282,,.02,.062737852,0,0,0,
129283,,,.5079478,2,0,0,
129284,,,,1,0,1,
129285,,.40000001,,0,0,1,
129286,,.36744505,.33533698,0,0,0,
129287,.083,.20862287,,0,1,0,830
129288,,.67000002,.77889258,2,0,0,
129289,.121,.093000002,.16412808,0,0,0,
129290,,.074188031,,0,0,0,
129291,,.074328497,.11779658,3,0,0,
129292,,.2,.1260923,0,0,0,
129293,.035,9.1277501e-09,.082675859,0,0,0,
129294,.128,.084253848,.19353229,1,0,0,
129295,,.057223305,.22748919,0,0,0,
129296,.098,.12333779,.026940547,0,0,0,
129297,,.084808677,.26277563,0,0,1,
129298,.099,.018310536,.17585969,3,0,0,
129299,.106,.02,.047030907,0,0,0,
129300,,.024207935,,0,0,0,
129301,,.10898772,.27875516,0,0,0,
129302,,.38999999,.12883122,0,0,1,
129303,,.0071259378,.21202986,0,0,0,
129304,,.28,.16962484,0,0,0,
129305,,.075000003,.095270127,1,0,0,
129306,,.1106464,,2,0,0,
129307,,0,.027921146,0,0,0,
129308,.104,.0097450418,,0,0,0,
129309,,.82999998,.063622959,1,0,1,
129310,,,.1519535,0,0,1,
129311,.106,.048269808,.041769795,0,0,0,
129312,,.40000001,,0,0,0,
129313,.075,.19,,3,1,0,750
129314,,.10147057,.25886109,0,0,1,
129315,,.3209326,.322853,0,0,0,
129316,,.32884666,.80856287,1,0,0,
129317,,.54352862,.30095953,0,0,1,
129318,,,.53231049,0,0,0,
129319,,.40000001,.18073545,0,0,0,
129320,,0,.13913119,0,0,0,
129321,.108,.075000003,.20704199,0,0,0,
129322,,.096248694,.47145051,0,0,0,
129323,.124,.22400001,.18808611,0,1,0,1240
129324,,.40000001,.20914862,2,0,1,
129325,,.047414631,.18587248,0,0,0,
129326,.087,.1490819,.059999999,0,0,0,
129327,.108,.24600001,.31294823,1,1,0,1080
129328,,.26699999,,3,0,0,
129329,.108,.19,.11,0,1,0,1080
129330,,,,1,0,1,
129331,,.28,,3,0,0,
129332,,.34169602,.61957633,0,0,0,
129333,.122,.079999998,.66870987,0,0,0,
129334,,,.37157911,0,0,0,
129335,,.19,.10429151,0,0,0,
129336,.121,.6220746,.19385968,1,1,1,-10000
129337,,.20541818,,1,0,0,
129338,,.056389153,,0,0,0,
129339,,0,.45580935,1,0,0,
129340,,.063398801,.20999999,0,0,0,
129341,.101,.22351426,.46554235,0,1,1,-10000
129342,,.30000001,,0,0,0,
129343,,.10375867,.084999807,0,0,0,
129344,,.16900994,.29562637,2,0,0,
129345,.076,.035342142,.62096256,0,0,0,
129346,.107,.031113504,.059999999,0,0,0,
129347,,.27000001,.40342835,0,0,0,
129348,.095,.011,.059999999,0,0,0,
129349,,.2,.1171797,0,0,0,
129350,.114,.40000001,.20999999,0,1,0,1140
129351,.097,.30000001,.19648515,2,1,0,970
129352,.111,.013751815,.1171797,0,0,0,
129353,.082,.083306856,.14523809,0,1,0,820
129354,,,,0,0,0,
129355,,.097311348,.22277336,0,0,1,
129356,,,,1,0,0,
129357,,,.42230761,3,0,0,
129358,.107,.23300178,.090540543,2,0,1,
129359,,.347,.29699928,3,0,1,
129360,,.36189321,.39089331,3,0,0,
129361,.1,.12659912,.2408106,0,1,0,1000
129362,,1,.080767781,1,0,1,
129363,.057,.050000001,.227807,0,0,0,
129364,.105,.11883834,.24111331,0,1,0,1050
129365,,.47999999,,0,0,0,
129366,.114,.114,,0,0,0,
129367,.075,.039999999,,0,0,0,
129368,,.4311806,,1,0,0,
129369,.092,.12102666,.090540543,0,0,0,
129370,.126,.41,.36926875,2,1,0,1260
129371,,.0000129645,.062737852,0,0,0,
129372,,.37923101,.37690696,0,0,0,
129373,.088,.075000003,.17774919,1,0,0,
129374,.102,.26300001,,0,1,0,1020
129375,.107,.1490819,.31031704,0,1,0,1070
129376,,.33012545,,0,0,0,
129377,.075,.075000003,.040562578,0,0,0,
129378,,.2,.16274512,0,0,0,
129379,,.022848137,.07,3,0,0,
129380,.127,.27604979,.081190757,3,0,0,
129381,,.54900002,,1,0,1,
129382,,,,3,0,0,
129383,,.1490819,.20184101,0,0,0,
129384,,.31999999,,0,0,0,
129385,.09,.30000001,.27988482,0,1,0,900
129386,.109,.11522511,.19024266,0,1,0,1090
129387,.125,.39485151,,0,1,0,1250
129388,,.19302052,,0,0,0,
129389,.074,.078387998,.029999999,0,0,0,
129390,,.40000001,.38634869,1,0,1,
129391,.122,.81108594,.20999999,0,1,0,1220
129392,,.38091454,.19223899,0,0,0,
129393,,.1490819,.19920456,0,0,0,
129394,.119,.25,.49008769,0,1,0,1190
129395,,.3571662,.43754289,2,0,0,
129396,,.40779319,.16714229,3,0,0,
129397,,.21164288,.22845483,3,0,0,
129398,,.62,,0,0,0,
129399,,.22081186,.20999999,0,0,1,
129400,,.25,,0,0,0,
129401,,.051416766,.3389203,1,0,1,
129402,,.40000001,.23018083,2,0,1,
129403,,.013479565,,0,0,0,
129404,,.28301397,,0,0,0,
129405,,.40940371,.19127683,0,0,0,
129406,.089,.11,.079442233,0,0,0,
129407,.106,.105,,0,0,0,
129408,.116,.40000001,,0,1,0,1160
129409,,.22351426,.23787165,0,0,0,
129410,,.20814362,.18590918,0,0,1,
129411,,.46000001,.44422472,0,0,0,
129412,,.18792534,.13,0,0,0,
